"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1901531623134490843","Mon Mar 17 07:10:42 +0000 2025","1","Sebagai upaya mendukung ketersediaan dan stabilisasi harga minyak goreng selama Ramadan dan Idulfitri PT Rajawali Nusindo mendorong peningkatan distribusi bahan pangan lewat operasi pangan murah Ramadan. Selengkapnya: https://t.co/9tG6OV62iE","1901531623134490843","","","in","","0","0","1","https://x.com/undefined/status/1901531623134490843","1680784011218817024",
"1900905947608084845","Sat Mar 15 13:44:29 +0000 2025","1","JAGA STOK DAN HARGA SEMBAKO TETAP STABIL SATGAS PANGAN POLRES PANIAI MELAKSANAKAN PENGECEKAN HARGA DAN STOK MINYAK KITA. Paniai Pada hari Sabtu 15 Maret 2025 tepat pukul 10:30 WIT Satgas Pangan Polres Paniai melaksanakan pengecekan stok dan harga minyak goreng merek- https://t.co/B1eKVNRdnk","1900905947608084845","https://pbs.twimg.com/media/GmFflIZaQAAE8qB.jpg","","in","","0","1","0","https://x.com/undefined/status/1900905947608084845","1728203286485094400",
"1900771282548850891","Sat Mar 15 04:49:23 +0000 2025","0","Gerakan Pangan Murah ini merupakan bagian dari upaya pemerintah dalam menjaga kesetabilan harga. Komoditas yang dijual dalam Gerakan Pangan Murah ini di antaranya minyak telur sayuran beras dan barang pokok penting masyarakat lainnya","1900771286491750885","","humas_smd","in","","0","0","0","https://x.com/undefined/status/1900771286491750885","1108283556441157633",
"1900454240343953754","Fri Mar 14 07:49:35 +0000 2025","0","Gerakan Pangan Murah ini merupakan bagian dari upaya pemerintah dalam menjaga kesetabilan harga. Komoditas yang dijual dalam Gerakan Pangan Murah ini di antaranya minyak telur sayuran beras dan barang pokok penting masyarakat lainnya","1900454243414208926","","humas_smd","in","","0","0","0","https://x.com/undefined/status/1900454243414208926","1108283556441157633",
"1899915374541652274","Wed Mar 12 20:08:18 +0000 2025","1","Sidak Distributor Satgas Pangan Polres Trenggalek Cek Volume dan Stok Minyak Goreng Bersubsidi Satgas Pangan Polres Trenggalek bekerjasama dengan Dinas Komindag melakukan inspeksi mendadak (Sidak) dan pengecekan harga https://t.co/utkgfGyGvJ","1899915374541652274","https://pbs.twimg.com/ext_tw_video_thumb/1899914714966114304/pu/img/VRVtmogvMMcYtghI.jpg","","in","","0","1","0","https://x.com/undefined/status/1899915374541652274","1354080442803245056",
"1899656815392264661","Wed Mar 12 03:00:53 +0000 2025","0","Pemerintah menggelar pangan murah di Kantor Pos sebagai langkah stabilisasi harga dan stok pangan selama Ramadan namun stok sering habis. https://t.co/MkHUnngv6K","1899656815392264661","","","in","","0","0","0","https://x.com/undefined/status/1899656815392264661","135795460",
"1897970989956538683","Fri Mar 07 11:22:01 +0000 2025","0","Yuk mampir Gerai Kami sedang mengadakan Operasi Pasar Pangan Murah dengan berbagai Jenis Kebutuhan Pokok seperti Beras Minyak Telur Ayam dan bahan pangan lainnya. Harga dijamin terjangkau! https://t.co/7EcFkxMoSc","1897970989956538683","","","in","","0","0","0","https://x.com/undefined/status/1897970989956538683","711763586326986753",
"1897130454358323616","Wed Mar 05 03:42:01 +0000 2025","1","Saat ini tengah berlangsung Operasi Pasar Pangan Murah di BSIP Lahan Rawa yang menawarkan berbagai bahan kebutuhan pokok mulai dari beras premium telur ayam daging ayam gula dan minyak goreng dengan harga yang terjangkau. https://t.co/GLIQrn3wiA","1897130454358323616","https://pbs.twimg.com/media/GlP18JOXMAADtZ1.jpg","","in","","0","1","0","https://x.com/undefined/status/1897130454358323616","940762764380856321",
"1897079956724748496","Wed Mar 05 00:21:22 +0000 2025","0","Selain karena stok berlimpah kestabilan harga bahan pokok dikendalikan melalui operasi pasar pangan murah dan mengawasi para pengusaha agar tidak menaikkan harga. #Nusantara #AdadiKompas https://t.co/nouQCk5jWc","1897079956724748496","","","in","","0","0","0","https://x.com/undefined/status/1897079956724748496","79237556",
"1897078437874925582","Wed Mar 05 00:15:20 +0000 2025","0","Selain karena stok berlimpah kestabilan harga bahan pokok dikendalikan melalui operasi pasar pangan murah dan mengawasi para pengusaha agar tidak menaikkan harga. #Nusantara #AdadiKompas https://t.co/NSaw6xZtKq","1897078437874925582","","","in","","0","0","0","https://x.com/undefined/status/1897078437874925582","155456716",
"1897076165627482281","Wed Mar 05 00:06:18 +0000 2025","0","Selain karena stok berlimpah kestabilan harga bahan pokok dikendalikan melalui operasi pasar pangan murah dan mengawasi para pengusaha agar tidak menaikkan harga. #Nusantara #AdadiKompas https://t.co/cHUsNPRTE2","1897076165627482281","","","in","","0","0","1","https://x.com/undefined/status/1897076165627482281","255866913",
"1896738559530516956","Tue Mar 04 01:44:46 +0000 2025","0","Untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi nih salah satunya dengan menentukan Harga Eceran Tertinggi (HET) di masyarakat terutama pada komoditas minyak goreng dan gula.","1896738559530516956","","","in","","0","0","0","https://x.com/undefined/status/1896738559530516956","1797501023843672064",
"1896073315699343661","Sun Mar 02 05:41:20 +0000 2025","0","Unit reskrim unit intelkam dan bhabinkamtibmas Polsek Kramat melaksanakan pengecekan ketersediaan bahan pangan sembako di ruko wilayah Desa Mejasem barat Kecamatan Kramat Kabupaten Tegal. Beras stok aman harga stabil minyak goreng juga dalam stok aman dan harga stabil. https://t.co/snzde09mUV","1896073315699343661","https://pbs.twimg.com/ext_tw_video_thumb/1896073236753903616/pu/img/HWNEf5UYw1Wgmcdi.jpg","","in","","0","0","0","https://x.com/undefined/status/1896073315699343661","1337303162969939968",
"1895797663683260782","Sat Mar 01 11:25:59 +0000 2025","0","Unit Reskrim Polsek Kramat dan unit intelkam Polsek Kramat cek ketersediaan bahan pangan sembako di wilayah Kecamatan Kramat. Untuk saat ini stok bahan pangan dan minyak dalam keadaan aman dan harga relatif stabil. https://t.co/ntV3pgNAkc","1895797663683260782","https://pbs.twimg.com/media/Gk857NDaAAA-uk1.jpg","","in","","0","0","0","https://x.com/undefined/status/1895797663683260782","1337303162969939968",
"1895277766339383485","Fri Feb 28 01:00:06 +0000 2025","1","Repost: @kementan Gak ada alasan harga pangan naik! Mentan Amran kasih warning keras buat pengusaha yang jual di atas HET. Stok beras aman produksi naik 52% dan minyak goreng juga harus tetap stabil karena Indonesia adalah produsen CPO terbesar di dunia. https://t.co/vsNTxJRGXO","1895277766339383485","https://pbs.twimg.com/media/Gk1g2jkWQAAHNGQ.jpg","","in","","0","1","0","https://x.com/undefined/status/1895277766339383485","1556918772203606016",
"1894938843268423798","Thu Feb 27 02:33:21 +0000 2025","445","Gak ada alasan harga pangan naik! Mentan Amran kasih warning keras buat pengusaha yang jual di atas HET. Stok beras aman produksi naik 52% dan minyak goreng juga harus tetap stabil karena Indonesia adalah produsen CPO terbesar di dunia. https://t.co/vmNAAjOALK","1894938843268423798","https://pbs.twimg.com/media/GkwsTecaoAgdcyJ.jpg","","in","","2","157","60","https://x.com/undefined/status/1894938843268423798","104695582",
"1894175068688978351","Mon Feb 24 23:58:23 +0000 2025","1","Hai #SahabatBahari gak terasa sebentar lagi bln Ramadhan. Utk menstabilkan stok &amp; harga pangan menjelang Ramadan &amp; Idul Fitri pemerintah melakukan bbrp strategi salah satunya dg menentukan Harga Eceran Tertinggi (HET) di masyarakat terutama pd komoditas minyak goreng &amp; gula. https://t.co/9HxRPqXDcp","1894175068688978351","https://pbs.twimg.com/media/Gkl2L6GbkAM3aCn.jpg","","in","","0","1","0","https://x.com/undefined/status/1894175068688978351","1895727373",
"1893931695780331878","Mon Feb 24 07:51:18 +0000 2025","1","Hai #SahabatBahari gak terasa ya bentar Ramadan. Untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi salah satunya dengan menentukan Harga Eceran Tertinggi (HET) terutama pada komoditas minyak goreng dan gula https://t.co/l2x3jrLtJH","1893931695780331878","https://pbs.twimg.com/media/GkiY1qVa0AAS1HZ.jpg","","in","","0","1","1","https://x.com/undefined/status/1893931695780331878","747649579701649410",
"1893908685081952318","Mon Feb 24 06:19:52 +0000 2025","0","Hai #SahabatBahari memasuki bulan Ramadan untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi nih salah satunya dengan menentukan HET terutama pada komoditas minyak goreng dan gula. #2025KKPRiseTogether https://t.co/IqbuIe6ELq","1893908685081952318","https://pbs.twimg.com/media/GkiConUaIAA5ILs.jpg","","in","","0","1","0","https://x.com/undefined/status/1893908685081952318","742255966624743428",
"1893880239396118955","Mon Feb 24 04:26:50 +0000 2025","1","Untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi nih salah satunya dengan menentukan Harga Eceran Tertinggi (HET) di masyarakat terutama pada komoditas minyak goreng dan gula. #PanganBiru #StokIkan #Ramadan https://t.co/CkFNfBP07i","1893880242147664139","https://pbs.twimg.com/media/Gkhp2Bma8AASZAg.jpg","bppmhkp","in","","0","1","0","https://x.com/undefined/status/1893880242147664139","2990465502",
"1893879341739598231","Mon Feb 24 04:23:16 +0000 2025","6","Hai #SahabatBahari nggak terasa yaa sebentar lg sdh memasuki bln Ramadan. U/ menstabilkan stok &amp; harga pangan menjelang Ramadan &amp; &amp;Idul Fitri pemerintah tlh mlkkn bbrp strategi nih slh satunya dg menentukan Harga Eceran Tertinggi (HET) di masyarakat trtm minyak goreng &amp; gula https://t.co/DD5R7uxo5M","1893879341739598231","https://pbs.twimg.com/media/GkhpOTFWEAAjBCo.jpg","","in","","0","1","0","https://x.com/undefined/status/1893879341739598231","809277105271750656",
"1893872751531737222","Mon Feb 24 03:57:05 +0000 2025","0","Hai #SahabatBahari Untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi nih salah satunya dengan menentukan Harga Eceran Tertinggi (HET) di masyarakat terutama pada komoditas minyak goreng dan gula. https://t.co/8RcIlk16jb","1893872751531737222","https://pbs.twimg.com/media/GkhjOYVW0AAqIVC.jpg","","in","","0","1","0","https://x.com/undefined/status/1893872751531737222","4909548049",
"1893872568332881986","Mon Feb 24 03:56:21 +0000 2025","0","Hai #SahabatBahari Untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi nih salah satunya dengan menentukan Harga Eceran Tertinggi (HET) di masyarakat terutama pada komoditas minyak goreng dan gula. https://t.co/ok94eDfz8F","1893872568332881986","https://pbs.twimg.com/media/GkhiwVjaYAAlncJ.jpg","","in","","0","1","0","https://x.com/undefined/status/1893872568332881986","4274337079",
"1893870551413780773","Mon Feb 24 03:48:22 +0000 2025","0","Untuk menstabilkan stok dan harga pangan menjelang Ramadan dan Idul Fitri pemerintah telah melakukan beberapa strategi nih salah satunya dengan menentukan Harga Eceran Tertinggi (HET) di masyarakat terutama pada komoditas minyak goreng dan gula. https://t.co/bQgsjRSe3q","1893870560779604356","https://pbs.twimg.com/media/GkhhPNoWEAAyAlW.jpg","BudidayaKKP","in","","0","1","0","https://x.com/undefined/status/1893870560779604356","2602602804",
"1892913694851371477","Fri Feb 21 12:26:08 +0000 2025","0","Berdasarkan pantauan dari Pusat Informasi Harga Pangan Stratebis Nasionional (PIHPS) Bank Indonesia Jumat (21/2/2025) pukul 12.09 WIB harga bawang putih ukuran sedang terpantau naik 0 78 persen menjadi Rp 45.100/kg. https://t.co/uV92kyIL5L","1892913694851371477","","","in","","0","0","0","https://x.com/undefined/status/1892913694851371477","1606555181453565952",
"1892531932258513246","Thu Feb 20 11:09:11 +0000 2025","1","Sesuai arahan Presiden @prabowo kita ingin memastikan harga pangan selama Ramadhan nanti tetap terkendali. Menteri Pertanian Andi Amran Sulaiman menegaskan bahwa stok pangan utama seperti beras daging bawang dan minyak goreng dalam kondisi aman. https://t.co/uRGU92NZBn","1892531942824059283","https://pbs.twimg.com/media/GkOfxbLWoAIWPgz.jpg","brmppkh","in","","0","0","0","https://x.com/undefined/status/1892531942824059283","4781178860",
"1892072686982934714","Wed Feb 19 04:46:08 +0000 2025","1","Dari hasil peninjauan beberapa komoditas seperti cabai dan sembilan bahan pangan strategis termasuk beras daging sapi daging ayam telur minyak goreng serta gula pasir mengalami kenaikan harga. #menjelangramadan #pasarjaya https://t.co/k2P3sAnJUJ","1892073157495848965","https://pbs.twimg.com/media/GkH-SCpaAAAoqUY.jpg","KotaJaksel","in","","0","1","0","https://x.com/undefined/status/1892073157495848965","1536237300",
"1892067144575431005","Wed Feb 19 04:22:14 +0000 2025","0","#SobaTani Demi kenyamanan masyarakat saat berpuasa pemerintah bekerja keras menjaga stabilitas harga pangan. Operasi pasar akan dilakukan untuk memastikan kebutuhan pokok tetap terjangkau. Stok pangan utama seperti beras daging dan minyak goreng aman terkendali. https://t.co/fooJSr2EBB","1892067144575431005","https://pbs.twimg.com/media/GkH5CEfaAAEo883.jpg","","in","","0","0","0","https://x.com/undefined/status/1892067144575431005","934743083593252864",
"1892032329562063188","Wed Feb 19 02:03:55 +0000 2025","1","Sesuai arahan Presiden @prabowo kita ingin memastikan harga pangan selama Ramadhan nanti tetap terkendali. Menteri Pertanian Andi Amran Sulaiman menegaskan bahwa stok pangan utama seperti beras daging bawang dan minyak goreng dalam kondisi aman. https://t.co/nwYPK8HofV","1892032334053924959","https://pbs.twimg.com/media/GkHZSOPWwAAaXtc.jpg","brmp_biogen","in","","0","1","0","https://x.com/undefined/status/1892032334053924959","1556918772203606016",
"1892004797445963954","Wed Feb 19 00:14:31 +0000 2025","1","Sesuai arahan Presiden @prabowo kita ingin memastikan harga pangan selama Ramadhan nanti tetap terkendali. Menteri Pertanian @Amran_Sulaiman1 menegaskan bahwa stok pangan utama seperti beras daging bawang dan minyak goreng dalam kondisi aman. https://t.co/nkiwNoR3vi","1892004801560387831","https://pbs.twimg.com/media/GkHAI1oawAEi-gV.jpg","brmprawa","in","","0","1","0","https://x.com/undefined/status/1892004801560387831","940762764380856321",
"1891682098534080779","Tue Feb 18 02:52:47 +0000 2025","75","Sesuai arahan Presiden @prabowo kita ingin memastikan harga pangan selama Ramadhan nanti tetap terkendali. Menteri Pertanian @Amran_Sulaiman1 menegaskan bahwa stok pangan utama seperti beras daging bawang dan minyak goreng dalam kondisi aman. https://t.co/auja8NHaeA","1891682243287920957","https://pbs.twimg.com/media/GkCa-a0aAAIaikl.jpg","kementan","in","","0","7","15","https://x.com/undefined/status/1891682243287920957","104695582",
"1886769617583972665","Tue Feb 04 13:31:45 +0000 2025","0","Kepala Badan Pangan Nasional memastikan stok pangan aman menjelang Ramadan meski harga beberapa komoditas seperti minyak dan cabai mengalami kenaikan. https://t.co/Mb80Rwazos","1886769617583972665","","","in","","0","0","0","https://x.com/undefined/status/1886769617583972665","135795460",
"1881537921003766108","Tue Jan 21 03:02:52 +0000 2025","1","Harga Pangan Hari Ini: Telur Ayam Turun Gula-Minyak Goreng Kian Mahal https://t.co/fi5qC7Szsi","1881537921003766108","","","in","","0","0","2","https://x.com/undefined/status/1881537921003766108","847372542830444544",
"1879780925632127059","Sat Jan 18 01:48:28 +0000 2025","1","@bucinfore @berlianidris @KemenkesRI Setuju banget harga kebutuhan pokok di Papua juga mahal banget. Masyarakat pedalaman Papua masih berada di bawah garis kemiskinan mereka juga membutuhkan bahan pangan pokok lainnya seperti minyak telur gula kopi. Masyarakat Papua juga senang kok bisa barter sm nakes tsb.","1880432034885300470","","bucinfore","in","","0","0","0","https://x.com/undefined/status/1880432034885300470","1630834496345108481",
"1877171665311797303","Thu Jan 09 01:52:55 +0000 2025","0","Harga Pangan: Minyak-Telur Makin Ganas di Papua Tembus Rp80 Ribu https://t.co/7wlfvUvjvz","1877171665311797303","","","in","","0","0","1","https://x.com/undefined/status/1877171665311797303","1582972008479920129",
"1876193147887493186","Tue Jan 07 23:49:25 +0000 2025","0","@txtdrimedia Sebetulnya daripada fokus dari pemberian makan gratis yang hanya jangka pendek mending bikin Indonesia jadi swasembada pangan mulai dari beras telur daging susu minyak goreng dll sehingga harga bisa lebih terjangkau buat semua kalangan. Daripada impor terus ","1876778195141214266","","txtdrimedia","in","","0","1","0","https://x.com/undefined/status/1876778195141214266","1368143247667699712",
"1876490123069755728","Tue Jan 07 04:44:43 +0000 2025","0","Update Harga Pangan: Minyak Goreng Daging &amp; Telur Ayam Naik https://t.co/7vKVIeWLx3","1876490123069755728","","","in","","0","1","1","https://x.com/undefined/status/1876490123069755728","1582972008479920129",
"1873385664202383848","Sun Dec 29 15:08:42 +0000 2024","1","Harga pangan naik terutama cabai merah keriting yang mencapai Rp 48.160/kg. Sementara telur dan minyak goreng mengalami penurunan harga.a https://t.co/Kx4DZ1oH5c","1873385664202383848","","","in","","0","1","1","https://x.com/undefined/status/1873385664202383848","135795460",
"1872882114859089927","Sat Dec 28 05:47:47 +0000 2024","0","Sejumlah harga pangan merangkak naik sejak awal pekan ini hingga beberapa hari menjelang perayaan Tahun Baru 2025 ini. Harga pangan yang terpantau naik adalah telur ayam beras premium cabai dan minyak goreng. https://t.co/ioVvzux3K8 @AidilAKBAR","1872882114859089927","","","in","","0","0","0","https://x.com/undefined/status/1872882114859089927","1731964323566845952",
"1872624272784372019","Fri Dec 27 12:43:12 +0000 2024","0","Harga berbagai bahan pangan seperti telur cabe bawang minyak goreng dan gula beranjak naik di pengujung tahun. #Ekonomi #AdadiKompas https://t.co/l9X8eWjEUq","1872624272784372019","","","in","","0","0","0","https://x.com/undefined/status/1872624272784372019","255866913",
"1872596842497573117","Fri Dec 27 10:54:13 +0000 2024","0","Harga berbagai bahan pangan seperti telur cabe bawang minyak goreng dan gula beranjak naik di pengujung tahun. #Foto #AdadiKompas https://t.co/uyDSEVOXlu","1872596842497573117","","","in","","0","0","0","https://x.com/undefined/status/1872596842497573117","155456716",
"1872210231859749098","Thu Dec 26 09:17:57 +0000 2024","0","Update Harga Pangan di Penghujung 2024: Telur Hingga Minyak Goreng Naik https://t.co/JE6Fu9WQW9","1872210231859749098","","","in","","0","0","0","https://x.com/undefined/status/1872210231859749098","1568566353132662784",
"1871377436937764973","Tue Dec 24 02:08:44 +0000 2024","3","Harga Pangan Hari Ini Jelang Nataru: Telur Ayam Rp30.740 Minyak Goreng Rp18.750 https://t.co/QxIFNe9afs","1871377436937764973","","","in","","0","0","2","https://x.com/undefined/status/1871377436937764973","71436318",
"1869746039605129638","Thu Dec 19 14:06:08 +0000 2024","1","Orang yang kayak gini makan nya ilalang kah apa gapernah beli telur atau beras atau minyak??? Gue yg disuruh emak buat beliin aja kaget sama kenaikan harga bahan pangan","1869746039605129638","","","in","","0","1","0","https://x.com/undefined/status/1869746039605129638","2891861870",
"1869386005763219823","Wed Dec 18 14:19:10 +0000 2024","0","Dalam tinjauannya tersebut Pj. Bupati mengatakan ada beberapa bahan pangan yang mengalami kenaikan harga seperti cabai telur minyak goreng dan beras. Namun hal tersebut masih dalam batas wajar dan masih terjangkau dikalangan masyarakat. https://t.co/4V7KuG5WNw","1869386929097339136","https://pbs.twimg.com/media/GfFlf_fbAAALS98.jpg","pemkabekasi","in","","0","1","0","https://x.com/undefined/status/1869386929097339136","834221193485901824",
"1867077423059395000","Thu Dec 12 05:22:00 +0000 2024","0","Kejumlah harga komoditi pangan mengalami kenaikan jelang Natal dan Tahun baru seperti telur bawang putih dan minyak goreng. Pemerintah memastikan ketersediaan stok pangan agar tidak terjadi lonjakan harga. Bagaimana ketersediaan stok pangan dan bagaimana potensi lonjakan https://t.co/Ohul0rFEhk","1867077423059395000","https://pbs.twimg.com/media/Gekw9q6aEAAq9l1.jpg","","in","","0","0","0","https://x.com/undefined/status/1867077423059395000","121640063",
